id,weight,date,employed,gender,age,race
1527,29.747,2013-09-01,employed,female,middle age,aboriginal
1528,16.628,2013-09-01,employed,female,senior,caucasian
1529,3.826,2013-09-01,employed,female,middle age,caucasian
1530,16.628,2013-09-01,employed,male,senior,caucasian
1531,21.391,2013-09-01,not employed,female,middle age,caucasian
1532,18.616,2013-09-01,employed,female,youth,caucasian
1533,5.852,2013-09-01,employed,male,middle age,caucasian
1534,5.852,2013-09-01,not employed,female,middle age,visible minority
1535,7.625,2013-09-01,employed,female,senior,caucasian
1536,5.303,2013-09-01,employed,male,middle age,caucasian
1537,10.469,2013-09-01,employed,male,middle age,caucasian
1538,6.953,2013-09-01,employed,male,middle age,caucasian
1539,10.065,2013-10-01,not employed,female,senior,caucasian
1540,5.175,2013-10-01,not employed,female,middle age,visible minority
1541,15.509,2013-10-01,employed,female,middle age,caucasian
1542,6.915,2013-10-01,not employed,female,middle age,caucasian
1543,5.175,2013-10-01,not employed,female,youth,caucasian
1544,6.915,2013-10-01,employed,female,middle age,caucasian
1545,5.946,2013-10-01,not employed,male,middle age,caucasian
1546,5.175,2013-10-01,employed,male,youth,visible minority
1547,5.175,2013-10-01,not employed,male,middle age,caucasian
1548,4.972,2013-11-01,employed,male,youth,caucasian
1549,3.691,2013-11-01,employed,female,senior,caucasian
1550,6.4,2013-11-01,not employed,female,middle age,aboriginal
1551,5.94,2013-11-01,employed,female,youth,visible minority
1552,4.972,2013-11-01,employed,male,middle age,caucasian
1553,19.566,2013-11-01,not employed,female,senior,caucasian
1554,4.972,2013-11-01,employed,male,middle age,caucasian
1555,6.827,2013-11-01,not employed,female,middle age,caucasian
1556,6.4,2013-11-01,employed,male,senior,caucasian
1557,7.458,2013-11-01,employed,male,middle age,caucasian
1558,5.193,2013-12-01,not employed,male,middle age,caucasian
1559,4.571,2013-12-01,employed,female,middle age,caucasian
1560,4.1,2013-12-01,not employed,female,middle age,visible minority
1561,11.125,2013-12-01,not employed,male,senior,caucasian
1562,11.976,2013-12-01,not employed,female,middle age,caucasian
1563,11.125,2013-12-01,employed,male,middle age,caucasian
1564,11.811,2013-12-01,employed,male,middle age,caucasian
1565,14.126,2013-12-01,not employed,male,middle age,caucasian
1566,8.679,2013-12-01,not employed,female,youth,caucasian
1567,7.358,2013-12-01,not employed,female,middle age,caucasian
1568,14.108,2013-12-01,employed,male,middle age,caucasian
1569,8.679,2013-12-01,not employed,female,middle age,visible minority
1570,14.126,2013-12-01,employed,male,senior,caucasian
1571,14.322,2014-01-01,employed,female,middle age,caucasian
1572,12.338,2014-01-01,not employed,female,senior,caucasian
1573,4.869,2014-01-01,employed,female,middle age,aboriginal
1574,5.997,2014-01-01,not employed,male,middle age,caucasian
1575,20.419,2014-01-01,employed,male,senior,caucasian
1576,4.297,2014-01-01,employed,female,senior,visible minority
1577,42.541,2014-01-01,employed,female,middle age,aboriginal
1578,4.869,2014-01-01,employed,male,middle age,caucasian
1579,20.419,2014-01-01,NA,female,senior,caucasian
1580,12.338,2014-01-01,not employed,female,middle age,NA
1581,6.027,2014-02-01,employed,male,middle age,caucasian
1582,6.027,2014-02-01,employed,female,middle age,caucasian
1583,5.718,2014-02-01,employed,female,middle age,visible minority
1584,4.774,2014-02-01,employed,female,senior,caucasian
1585,6.027,2014-02-01,not employed,male,middle age,NA
1586,8.56,2014-02-01,NA,male,youth,caucasian
1587,13.818,2014-02-01,not employed,female,middle age,caucasian
1588,8.56,2014-02-01,employed,male,middle age,caucasian
1589,13.818,2014-02-01,not employed,male,senior,caucasian
1590,8.026,2014-02-01,not employed,female,middle age,caucasian
1591,6.027,2014-02-01,employed,female,senior,visible minority
1592,7.295,2014-03-01,not employed,female,middle age,caucasian
1593,7.295,2014-03-01,employed,female,youth,caucasian
1594,7.295,2014-03-01,not employed,female,youth,caucasian
1595,5.843,2014-03-01,employed,male,youth,caucasian
1596,5.843,2014-03-01,not employed,female,middle age,caucasian
1597,7.295,2014-03-01,not employed,male,youth,aboriginal
1598,5.843,2014-03-01,employed,female,middle age,caucasian
1599,7.295,2014-03-01,employed,female,senior,visible minority
1600,7.295,2014-03-01,not employed,male,middle age,NA
1601,7.295,2014-03-01,employed,female,middle age,caucasian
1602,7.295,2014-03-01,NA,female,senior,aboriginal
1603,7.295,2014-03-01,not employed,female,senior,visible minority
1604,7.295,2014-03-01,employed,female,middle age,visible minority
1605,7.295,2014-03-01,not employed,female,middle age,caucasian
1606,5.626,2014-04-01,not employed,female,senior,visible minority
1607,7,2014-04-01,not employed,female,youth,caucasian
1608,2.888,2014-04-01,employed,male,middle age,caucasian
1609,5.626,2014-04-01,employed,female,youth,visible minority
1610,5.626,2014-04-01,not employed,male,middle age,caucasian
1611,2.888,2014-04-01,not employed,female,middle age,visible minority
1612,16.344,2014-04-01,employed,female,senior,caucasian
1613,7,2014-04-01,not employed,female,youth,caucasian
1614,7,2014-04-01,employed,female,senior,caucasian
1615,7,2014-04-01,not employed,female,middle age,caucasian
1616,7,2014-04-01,not employed,female,senior,visible minority
1617,16.344,2014-04-01,employed,female,senior,caucasian
1618,2.77,2014-05-01,not employed,female,senior,visible minority
1619,2.77,2014-05-01,not employed,male,middle age,caucasian
1620,4.494,2014-05-01,not employed,male,youth,caucasian
1621,15,2014-05-01,not employed,male,youth,caucasian
1622,4.494,2014-05-01,not employed,female,middle age,caucasian
1623,4.494,2014-05-01,employed,male,senior,caucasian
1624,2.77,2014-05-01,employed,female,middle age,NA
1625,4.494,2014-05-01,not employed,female,middle age,caucasian
1626,4.494,2014-05-01,not employed,female,middle age,caucasian
1627,15,2014-05-01,employed,male,middle age,caucasian
1628,4.494,2014-05-01,employed,female,youth,caucasian
1629,4.494,2014-05-01,employed,female,youth,aboriginal
1630,6.913,2014-05-01,employed,male,middle age,caucasian
1631,15,2014-05-01,employed,female,youth,visible minority
1632,4.494,2014-05-01,employed,female,middle age,caucasian
1633,5.5,2014-06-01,not employed,female,middle age,caucasian
1634,4.4,2014-06-01,employed,female,middle age,visible minority
1635,6.5,2014-06-01,not employed,male,middle age,caucasian
1636,5.478,2014-06-01,employed,male,middle age,caucasian
1637,2.142,2014-06-01,not employed,male,middle age,caucasian
1638,6.5,2014-06-01,employed,male,youth,visible minority
1639,10.75,2014-06-01,employed,female,middle age,visible minority
1640,4.4,2014-06-01,not employed,male,middle age,aboriginal
1641,4.4,2014-06-01,not employed,female,middle age,caucasian
1642,5.478,2014-06-01,employed,female,middle age,visible minority
1643,3.372,2014-07-01,not employed,male,youth,caucasian
1644,3.372,2014-07-01,not employed,female,middle age,caucasian
1645,3.372,2014-07-01,employed,male,youth,caucasian
1646,4.384,2014-07-01,employed,male,middle age,visible minority
1647,5.3,2014-07-01,employed,male,middle age,caucasian
1648,3.372,2014-07-01,employed,male,middle age,visible minority
1649,3.372,2014-07-01,employed,female,middle age,caucasian
1650,4.384,2014-07-01,employed,male,senior,caucasian
1651,4.384,2014-07-01,employed,male,middle age,caucasian
1652,4.384,2014-07-01,not employed,male,middle age,visible minority
1653,4.384,2014-07-01,employed,female,middle age,visible minority
1654,4.384,2014-07-01,employed,female,middle age,aboriginal
1655,5.3,2014-07-01,employed,female,middle age,aboriginal
1656,3.209,2014-08-01,not employed,female,middle age,caucasian
1657,3.209,2014-08-01,employed,male,senior,aboriginal
1658,6.68,2014-08-01,employed,female,senior,caucasian
1659,6.68,2014-08-01,not employed,female,middle age,caucasian
1660,4.316,2014-08-01,NA,male,middle age,caucasian
1661,3.209,2014-08-01,not employed,female,middle age,caucasian
1662,3.209,2014-08-01,employed,male,middle age,caucasian
1663,4.316,2014-08-01,not employed,female,middle age,caucasian
1664,3.209,2014-08-01,not employed,female,senior,caucasian
1665,3.209,2014-08-01,employed,female,senior,caucasian
1666,4.316,2014-08-01,not employed,female,middle age,caucasian
1667,6.68,2014-08-01,employed,male,youth,caucasian
1668,6.68,2014-08-01,not employed,female,middle age,caucasian
1669,4.316,2014-08-01,not employed,male,middle age,caucasian
1670,3.209,2014-08-01,NA,male,middle age,aboriginal
1671,4.316,2014-08-01,employed,male,middle age,caucasian
1672,3.285,2014-08-01,employed,male,middle age,caucasian
1673,3.074,2014-09-01,employed,female,senior,visible minority
1674,7.653,2014-09-01,employed,male,middle age,visible minority
1675,4,2014-09-01,not employed,female,middle age,caucasian
1676,6.619,2014-09-01,employed,male,middle age,caucasian
1677,5.087,2014-09-01,employed,female,senior,aboriginal
1678,10.016,2014-09-01,employed,male,middle age,caucasian
1679,7.653,2014-09-01,not employed,female,middle age,caucasian
1680,5.087,2014-09-01,not employed,female,senior,aboriginal
1681,9.957,2014-09-01,not employed,male,senior,visible minority
1682,6.623,2014-09-01,not employed,female,youth,caucasian
1683,10.475,2014-09-01,employed,female,senior,caucasian
1684,3.301,2014-10-01,employed,female,middle age,caucasian
1685,3.301,2014-10-01,employed,female,youth,caucasian
1686,3.301,2014-10-01,employed,female,senior,visible minority
1687,2.854,2014-10-01,not employed,female,senior,visible minority
1688,4.264,2014-10-01,employed,male,middle age,caucasian
1689,15.076,2014-10-01,not employed,female,middle age,aboriginal
1690,10.055,2014-10-01,not employed,male,middle age,caucasian
1691,2.854,2014-10-01,employed,male,senior,visible minority
1692,10.055,2014-10-01,not employed,male,middle age,caucasian
1693,10.055,2014-10-01,employed,female,middle age,caucasian
1694,10.055,2014-10-01,employed,female,middle age,caucasian
1695,4.264,2014-10-01,not employed,female,senior,caucasian
1696,4.264,2014-10-01,not employed,male,middle age,caucasian
1697,2.854,2014-10-01,employed,male,middle age,aboriginal
1698,2.854,2014-10-01,employed,female,middle age,caucasian
1699,7.238,2014-10-01,employed,male,youth,caucasian
1700,4.264,2014-10-01,not employed,female,senior,aboriginal
1701,3.79,2014-11-01,employed,female,middle age,caucasian
1702,3.539,2014-11-01,not employed,female,senior,caucasian
1703,4.428,2014-11-01,employed,female,middle age,caucasian
1704,3.539,2014-11-01,employed,male,middle age,caucasian
1705,3.539,2014-11-01,not employed,male,middle age,visible minority
1706,3.539,2014-11-01,not employed,male,middle age,caucasian
1707,13.076,2014-11-01,employed,female,middle age,caucasian
1708,6.681,2014-11-01,employed,male,youth,caucasian
1709,6.526,2014-11-01,employed,female,senior,visible minority
1710,4.896,2014-11-01,not employed,female,youth,visible minority
1711,6.526,2014-11-01,not employed,female,middle age,caucasian
1712,6.681,2014-11-01,employed,female,middle age,NA
1713,3.539,2014-11-01,not employed,female,senior,aboriginal
1714,3.539,2014-11-01,not employed,female,middle age,aboriginal
1715,3.79,2014-11-01,employed,male,middle age,caucasian
1716,3.79,2014-11-01,employed,female,senior,caucasian
1717,4.428,2014-11-01,employed,female,middle age,visible minority
1718,3.539,2014-11-01,employed,female,youth,caucasian
1719,6.526,2014-11-01,not employed,male,middle age,caucasian
1720,4.428,2014-11-01,employed,male,middle age,visible minority
1721,3.539,2014-11-01,not employed,male,middle age,aboriginal
1722,4,2014-12-01,employed,female,middle age,caucasian
1723,8.5,2014-12-01,employed,female,middle age,visible minority
1724,11.9,2014-12-01,employed,male,middle age,NA
1725,5.958,2014-12-01,employed,female,middle age,caucasian
1726,4,2014-12-01,employed,female,senior,caucasian
1727,4,2014-12-01,employed,female,senior,visible minority
1728,4,2014-12-01,not employed,male,senior,aboriginal
1729,5.958,2014-12-01,employed,female,middle age,caucasian
1730,4,2014-12-01,not employed,female,middle age,caucasian
1731,11.9,2014-12-01,employed,female,middle age,caucasian
1732,4,2014-12-01,not employed,female,middle age,visible minority
1733,4,2014-12-01,employed,male,senior,caucasian
1734,23.909,2014-12-01,employed,male,middle age,visible minority
1735,5.958,2014-12-01,not employed,female,senior,caucasian
1736,5.347,2014-12-01,employed,female,youth,caucasian
1737,5.347,2014-12-01,not employed,female,middle age,caucasian
1738,5.789,2014-12-01,employed,male,middle age,visible minority
1739,5.958,2014-12-01,employed,female,middle age,aboriginal
1740,4,2014-12-01,employed,female,middle age,caucasian
1741,5.958,2014-12-01,employed,male,middle age,aboriginal
1742,5.958,2014-12-01,employed,female,youth,caucasian
1743,4,2014-12-01,employed,male,middle age,caucasian
1744,19.613,2012-01-01,employed,female,middle age,caucasian
1745,6.108,2012-01-01,employed,female,middle age,caucasian
1746,17.625,2012-01-01,not employed,female,middle age,caucasian
1747,22.089,2012-02-01,employed,female,middle age,visible minority
1748,27.323,2012-02-01,not employed,female,middle age,visible minority
1749,6.983,2012-02-01,employed,male,senior,caucasian
1750,22.186,2012-02-01,employed,male,middle age,caucasian
1751,8.472,2012-02-01,not employed,female,senior,visible minority
1752,3.847,2013-02-01,employed,male,middle age,caucasian
1753,3.816,2013-02-01,employed,female,middle age,caucasian
1754,5.992,2013-02-01,employed,female,middle age,visible minority
1755,3.816,2013-02-01,employed,female,middle age,NA
1756,4.259,2013-02-01,not employed,female,senior,caucasian
1757,4.259,2013-02-01,employed,male,middle age,visible minority
1758,3.847,2013-02-01,employed,female,middle age,visible minority
1759,22.275,2013-03-01,employed,female,senior,aboriginal
1760,3.771,2013-03-01,not employed,female,senior,caucasian
1761,3.771,2013-03-01,not employed,female,youth,aboriginal
1762,4.608,2013-03-01,employed,female,middle age,caucasian
1763,10.313,2013-03-01,employed,female,middle age,caucasian
1764,3.771,2013-03-01,employed,female,middle age,visible minority
1765,7.845,2013-03-01,employed,female,youth,visible minority
1766,5.295,2013-03-01,not employed,female,middle age,NA
1767,5.194,2013-04-01,not employed,female,middle age,caucasian
1768,16.77,2013-04-01,employed,male,middle age,caucasian
1769,4.067,2013-04-01,employed,female,middle age,caucasian
1770,7.942,2013-04-01,employed,male,middle age,caucasian
1771,18.881,2012-03-01,not employed,male,middle age,caucasian
1772,10.423,2012-03-01,not employed,female,youth,visible minority
1773,55.228,2012-03-01,not employed,female,middle age,caucasian
1774,10.382,2012-03-01,not employed,male,middle age,caucasian
1775,10.382,2012-03-01,employed,male,middle age,aboriginal
1776,10.382,2012-03-01,employed,male,senior,caucasian
1777,17.556,2012-04-01,employed,female,middle age,caucasian
1778,14.665,2012-04-01,not employed,male,middle age,visible minority
1779,9.609,2012-04-01,employed,female,middle age,aboriginal
1780,2.379,2012-04-01,not employed,female,middle age,aboriginal
1781,5.905,2011-01-01,employed,male,middle age,NA
1782,26.283,2011-01-01,not employed,male,middle age,caucasian
1783,5.905,2011-01-01,employed,male,middle age,caucasian
1784,21.86,2011-01-01,not employed,female,middle age,caucasian
1785,7.838,2011-02-01,not employed,female,senior,visible minority
1786,30.341,2011-02-01,employed,male,middle age,visible minority
1787,30.341,2011-02-01,not employed,male,senior,aboriginal
1788,7.838,2011-02-01,employed,female,middle age,caucasian
1789,30.38,2011-02-01,not employed,female,middle age,aboriginal
1790,18.436,2011-03-01,not employed,female,youth,caucasian
1791,18.395,2011-03-01,not employed,male,senior,visible minority
1792,18.348,2011-03-01,not employed,female,middle age,caucasian
1793,4.348,2011-03-01,not employed,female,youth,visible minority
1794,6.477,2011-04-01,employed,male,middle age,NA
1795,16.471,2011-04-01,employed,female,middle age,caucasian
1796,21.86,2011-01-01,employed,male,middle age,caucasian
1797,26.454,2011-01-01,not employed,female,youth,caucasian
1798,26.283,2011-01-01,not employed,male,senior,caucasian
1799,5.905,2011-01-01,employed,male,middle age,caucasian
1800,26.454,2011-01-01,not employed,female,middle age,caucasian
1801,5.905,2011-01-01,employed,female,youth,visible minority
1802,26.454,2011-01-01,not employed,male,youth,visible minority
1803,5.905,2011-01-01,employed,female,senior,visible minority
1804,21.86,2011-01-01,NA,female,middle age,caucasian
1805,5.905,2011-01-01,not employed,female,senior,caucasian
1806,26.283,2011-01-01,employed,female,middle age,caucasian
1807,5.905,2011-01-01,employed,female,middle age,caucasian
1808,30.161,2011-02-01,employed,female,senior,caucasian
1809,30.388,2011-02-01,not employed,female,youth,caucasian
1810,30.38,2011-02-01,not employed,male,youth,caucasian
1811,30.341,2011-02-01,not employed,female,middle age,visible minority
1812,6.477,2011-04-01,employed,male,middle age,caucasian
1813,6.477,2011-04-01,employed,female,youth,caucasian
1814,28.332,2011-05-01,employed,female,senior,visible minority
1815,6.205,2011-05-01,not employed,male,middle age,visible minority
1816,28.153,2011-05-01,not employed,female,middle age,caucasian
1817,28.194,2011-05-01,employed,female,middle age,caucasian
1818,6.205,2011-05-01,not employed,female,middle age,caucasian
1819,32.619,2011-06-01,not employed,female,middle age,caucasian
1820,31.938,2011-06-01,employed,female,middle age,caucasian
1821,32.412,2011-06-01,employed,female,middle age,caucasian
1822,32.499,2011-06-01,not employed,male,senior,NA
1823,8.298,2011-07-01,employed,male,youth,caucasian
1824,3.872,2011-07-01,employed,female,youth,caucasian
1825,3.872,2011-07-01,not employed,male,middle age,caucasian
1826,11.317,2011-08-01,not employed,female,middle age,caucasian
1827,20.063,2011-08-01,employed,female,middle age,visible minority
1828,20.201,2011-08-01,not employed,female,senior,caucasian
1829,56.405,2011-08-01,not employed,female,senior,aboriginal
1830,4.053,2011-08-01,not employed,female,middle age,aboriginal
1831,18.348,2011-03-01,not employed,female,middle age,caucasian
1832,18.395,2011-03-01,employed,male,middle age,aboriginal
1833,18.348,2011-03-01,not employed,female,middle age,caucasian
1834,18.436,2011-03-01,not employed,female,middle age,caucasian
1835,4.348,2011-03-01,not employed,male,senior,aboriginal
1836,18.348,2011-03-01,not employed,male,middle age,caucasian
1837,18.395,2011-03-01,not employed,female,middle age,caucasian
1838,4.348,2011-03-01,not employed,female,middle age,caucasian
1839,18.436,2011-03-01,not employed,female,middle age,caucasian
1840,18.395,2011-03-01,employed,female,middle age,caucasian
1841,18.348,2011-03-01,not employed,female,middle age,caucasian
1842,4.348,2011-03-01,employed,female,middle age,caucasian
1843,4.348,2011-03-01,not employed,female,middle age,caucasian
1844,18.348,2011-03-01,employed,female,middle age,caucasian
1845,16.471,2011-04-01,employed,male,middle age,caucasian
1846,26.4,2011-09-01,not employed,female,middle age,caucasian
1847,7.462,2011-09-01,not employed,female,middle age,aboriginal
1848,12.072,2011-10-01,not employed,female,youth,caucasian
1849,4.752,2011-10-01,employed,female,middle age,visible minority
1850,17.592,2011-04-01,employed,male,middle age,caucasian
1851,17.592,2011-04-01,employed,male,middle age,caucasian
1852,16.918,2011-04-01,employed,female,youth,caucasian
1853,16.918,2011-04-01,not employed,female,middle age,aboriginal
1854,17.592,2011-04-01,employed,female,middle age,caucasian
1855,28.194,2011-05-01,not employed,male,senior,caucasian
1856,28.332,2011-05-01,employed,female,middle age,caucasian
1857,28.332,2011-05-01,not employed,male,middle age,caucasian
1858,6.205,2011-05-01,employed,female,senior,aboriginal
1859,28.332,2011-05-01,employed,male,middle age,aboriginal
1860,28.495,2011-05-01,not employed,female,middle age,visible minority
1861,28.243,2011-05-01,employed,male,middle age,caucasian
1862,28.332,2011-05-01,not employed,male,middle age,caucasian
1863,6.205,2011-05-01,NA,male,middle age,visible minority
1864,6.205,2011-05-01,not employed,female,middle age,caucasian
1865,6.205,2011-05-01,employed,female,middle age,visible minority
1866,28.332,2011-05-01,employed,male,senior,caucasian
1867,6.205,2011-05-01,not employed,male,middle age,caucasian
1868,32.412,2011-06-01,not employed,male,middle age,caucasian
1869,32.412,2011-06-01,not employed,female,middle age,caucasian
1870,32.412,2011-06-01,NA,female,middle age,caucasian
1871,21.959,2011-11-01,employed,female,youth,caucasian
1872,16.416,2011-12-01,employed,female,middle age,caucasian
1873,16.459,2011-12-01,not employed,male,senior,caucasian
1874,16.475,2011-12-01,not employed,male,youth,visible minority
1875,5.356,2011-12-01,employed,male,youth,caucasian
1876,5.356,2011-12-01,NA,female,senior,aboriginal
1877,16.427,2011-12-01,employed,male,middle age,caucasian
1878,16.416,2011-12-01,not employed,male,middle age,visible minority
1879,16.416,2011-12-01,not employed,female,middle age,caucasian
1880,48.863,2012-01-01,not employed,male,middle age,caucasian
1881,14.319,2012-01-01,employed,male,senior,aboriginal
1882,6.108,2012-01-01,not employed,male,middle age,caucasian
1883,8.631,2011-06-01,employed,female,senior,caucasian
1884,24.379,2011-07-01,not employed,female,youth,caucasian
1885,3.872,2011-07-01,NA,female,middle age,visible minority
1886,51.677,2011-07-01,employed,male,middle age,visible minority
1887,52.241,2011-07-01,employed,male,middle age,caucasian
1888,24.115,2011-07-01,not employed,male,middle age,caucasian
1889,51.677,2011-07-01,not employed,female,middle age,caucasian
1890,24.379,2011-07-01,not employed,male,middle age,caucasian
1891,4.053,2011-08-01,not employed,female,middle age,caucasian
1892,9.207,2011-08-01,employed,male,middle age,visible minority
1893,4.053,2011-08-01,not employed,male,middle age,visible minority
1894,17.609,2012-01-01,employed,female,middle age,caucasian
1895,14.422,2012-01-01,not employed,female,middle age,caucasian
1896,4.459,2012-01-01,employed,female,senior,caucasian
1897,72.634,2012-02-01,employed,female,youth,visible minority
1898,27.094,2012-02-01,not employed,male,middle age,aboriginal
1899,309.054,2012-02-01,NA,male,middle age,caucasian
1900,5.533,2012-03-01,not employed,male,middle age,visible minority
1901,10.423,2012-03-01,employed,female,middle age,visible minority
1902,10.397,2012-03-01,employed,male,senior,visible minority
1903,5.533,2012-03-01,employed,female,middle age,caucasian
1904,18.827,2012-03-01,not employed,female,senior,visible minority
1905,8.812,2012-04-01,employed,female,senior,caucasian
1906,9.609,2012-04-01,employed,female,youth,visible minority
1907,11.232,2012-04-01,employed,male,senior,aboriginal
1908,5.638,2012-04-01,employed,male,middle age,caucasian
1909,5.117,2011-09-01,not employed,female,middle age,caucasian
1910,38.498,2011-09-01,not employed,female,middle age,visible minority
1911,38.804,2011-09-01,employed,female,middle age,caucasian
1912,26.4,2011-09-01,employed,male,middle age,aboriginal
1913,26.518,2011-09-01,not employed,female,middle age,aboriginal
1914,5.117,2011-09-01,employed,female,middle age,visible minority
1915,5.117,2011-09-01,employed,male,senior,caucasian
1916,5.117,2011-09-01,employed,female,middle age,visible minority
1917,2.379,2012-04-01,employed,male,middle age,caucasian
1918,5.638,2012-04-01,not employed,male,senior,caucasian
1919,2.379,2012-04-01,not employed,male,youth,aboriginal
1920,9.862,2012-05-01,employed,female,youth,caucasian
1921,14.995,2012-05-01,not employed,female,middle age,aboriginal
1922,5.274,2012-05-01,employed,female,youth,caucasian
1923,13.681,2012-05-01,not employed,female,senior,caucasian
1924,9.905,2012-05-01,employed,female,middle age,aboriginal
1925,9.204,2012-05-01,employed,female,senior,visible minority
1926,5.709,2012-06-01,not employed,female,middle age,caucasian
1927,5.709,2012-06-01,not employed,male,middle age,caucasian
1928,11.196,2012-06-01,employed,female,middle age,caucasian
1929,20.29,2011-10-01,employed,female,senior,visible minority
1930,4.627,2011-10-01,employed,female,youth,caucasian
1931,24.798,2011-10-01,not employed,female,youth,visible minority
1932,20.764,2011-10-01,employed,female,middle age,visible minority
1933,46.693,2011-10-01,employed,male,middle age,caucasian
1934,4.752,2011-10-01,employed,female,middle age,caucasian
1935,21.89,2011-10-01,not employed,male,senior,visible minority
1936,4.657,2011-10-01,employed,male,middle age,caucasian
1937,24.302,2011-10-01,employed,female,middle age,aboriginal
1938,11.392,2011-10-01,employed,female,middle age,aboriginal
1939,81.88,2011-10-01,employed,male,middle age,caucasian
1940,20.29,2011-10-01,NA,male,middle age,caucasian
1941,73.751,2011-10-01,employed,female,middle age,visible minority
1942,6.567,2012-07-01,employed,female,middle age,visible minority
1943,10.036,2012-07-01,employed,female,youth,caucasian
1944,15.442,2012-08-01,NA,female,middle age,caucasian
1945,15.316,2012-08-01,not employed,female,middle age,caucasian
1946,15.355,2012-08-01,not employed,female,senior,visible minority
1947,21.783,2012-09-01,not employed,male,youth,caucasian
1948,12.275,2012-09-01,employed,male,middle age,aboriginal
1949,32.315,2012-09-01,employed,female,middle age,caucasian
1950,18.242,2012-09-01,employed,male,middle age,visible minority
1951,4.635,2012-09-01,employed,male,middle age,aboriginal
1952,6.889,2012-09-01,not employed,female,middle age,caucasian
1953,18.387,2012-09-01,not employed,male,middle age,caucasian
1954,4.635,2012-09-01,employed,female,youth,caucasian
1955,16.998,2011-11-01,not employed,male,senior,caucasian
1956,20.916,2011-11-01,not employed,female,middle age,caucasian
1957,11.473,2011-11-01,not employed,female,youth,caucasian
1958,13.78,2011-11-01,not employed,female,middle age,aboriginal
1959,10.973,2011-11-01,employed,female,senior,caucasian
1960,21.334,2011-11-01,not employed,male,senior,caucasian
1961,16.67,2011-11-01,employed,male,youth,caucasian
1962,40.65,2011-11-01,employed,female,middle age,caucasian
1963,14.175,2011-11-01,employed,female,middle age,caucasian
1964,16.515,2011-11-01,employed,female,middle age,caucasian
1965,5.356,2011-12-01,employed,female,middle age,aboriginal
1966,16.475,2011-12-01,employed,male,youth,visible minority
1967,16.475,2011-12-01,employed,female,middle age,caucasian
1968,15.724,2012-10-01,employed,male,senior,aboriginal
1969,6.231,2012-10-01,not employed,male,middle age,visible minority
1970,3.859,2012-10-01,employed,male,middle age,visible minority
1971,4.344,2012-11-01,not employed,male,middle age,caucasian
1972,4.085,2012-11-01,not employed,female,youth,aboriginal
1973,4.344,2012-11-01,employed,male,middle age,visible minority
1974,7.441,2012-11-01,not employed,male,youth,caucasian
1975,16.416,2011-12-01,not employed,male,middle age,caucasian
1976,5.356,2011-12-01,not employed,female,youth,caucasian
1977,16.427,2011-12-01,employed,female,middle age,caucasian
1978,16.368,2011-12-01,not employed,female,middle age,NA
1979,16.475,2011-12-01,employed,female,middle age,NA
1980,27.703,2012-01-01,employed,male,middle age,caucasian
1981,4.459,2012-01-01,employed,female,middle age,caucasian
1982,14.435,2012-01-01,not employed,female,youth,caucasian
1983,9.608,2012-12-01,employed,male,middle age,caucasian
1984,8.908,2012-12-01,not employed,female,middle age,visible minority
1985,10.283,2012-12-01,employed,female,middle age,visible minority
1986,8.908,2012-12-01,NA,male,middle age,caucasian
1987,7.904,2012-12-01,employed,female,middle age,NA
1988,6.323,2012-12-01,not employed,female,senior,caucasian
1989,5.289,2012-12-01,not employed,male,youth,caucasian
1990,14.928,2012-12-01,employed,female,middle age,caucasian
1991,6.612,2012-12-01,not employed,male,middle age,visible minority
1992,18.66,2012-12-01,not employed,female,senior,caucasian
1993,8.323,2012-12-01,employed,female,senior,caucasian
1994,5.289,2012-12-01,employed,female,senior,caucasian
1995,6.277,2013-01-01,employed,female,middle age,caucasian
1996,6.277,2013-01-01,employed,male,middle age,aboriginal
1997,7.257,2013-01-01,not employed,male,youth,aboriginal
1998,7.561,2013-01-01,employed,female,youth,NA
1999,4.077,2013-01-01,employed,female,senior,caucasian
2000,3.913,2013-01-01,not employed,female,middle age,caucasian
