id,weight,date,employed,race,age,earnings,gender
1344,2.546,2019-03-01,not employed,visible minority,middle age,2080,female
1345,2.546,2019-03-01,employed,caucasian,middle age,2600,male
1346,2.546,2019-03-01,employed,caucasian,middle age,NA,female
1347,2.546,2019-03-01,employed,caucasian,middle age,NA,male
1348,2.546,2019-03-01,employed,caucasian,middle age,2773.3333333333335,male
1349,2.546,2019-03-01,employed,caucasian,middle age,2773.3333333333335,male
1350,2.546,2019-03-01,employed,caucasian,middle age,NA,male
1351,2.546,2019-03-01,employed,visible minority,youth,NA,female
1352,13.586,2019-03-01,employed,visible minority,middle age,NA,male
1353,2.546,2019-03-01,not employed,aboriginal,middle age,NA,female
1354,2.546,2019-03-01,employed,caucasian,middle age,2643.3333333333335,female
1355,2.078,2019-04-01,not employed,caucasian,middle age,NA,female
1356,2.525,2019-04-01,not employed,visible minority,middle age,1560,male
1357,7.469,2019-04-01,not employed,caucasian,youth,1625,female
1358,2.078,2019-04-01,employed,visible minority,senior,NA,male
1359,9.075,2019-04-01,not employed,aboriginal,middle age,NA,female
1360,2.078,2019-04-01,employed,visible minority,youth,416,female
1361,2.078,2019-04-01,employed,aboriginal,youth,NA,female
1362,2.525,2019-04-01,employed,visible minority,middle age,3120,female
1363,7.469,2019-04-01,not employed,caucasian,senior,2426.6666666666665,male
1364,7.469,2019-04-01,not employed,caucasian,youth,NA,male
1365,2.525,2019-04-01,employed,caucasian,senior,NA,male
1366,7.469,2019-04-01,employed,caucasian,middle age,NA,male
1367,2.525,2019-04-01,employed,caucasian,middle age,1040,male
1368,2.078,2019-04-01,not employed,caucasian,middle age,2600,female
1369,9.075,2019-04-01,not employed,visible minority,middle age,NA,male
1370,7.469,2019-04-01,not employed,caucasian,middle age,NA,male
1371,7.469,2019-04-01,employed,aboriginal,middle age,2783.0833333333335,female
1372,6.291,2019-05-01,not employed,caucasian,middle age,NA,female
1373,8.463,2019-05-01,not employed,visible minority,middle age,NA,male
1374,6.291,2019-05-01,not employed,caucasian,senior,NA,female
1375,4.127,2019-05-01,employed,caucasian,youth,NA,female
1376,10.694,2019-05-01,not employed,caucasian,middle age,5166.666666666667,male
1377,8.463,2019-05-01,not employed,caucasian,middle age,1625,male
1378,8.463,2019-05-01,not employed,caucasian,middle age,3293.3333333333335,female
1379,8.463,2019-05-01,not employed,caucasian,middle age,NA,male
1380,2.462,2019-05-01,employed,visible minority,middle age,NA,male
1381,8.463,2019-05-01,employed,caucasian,middle age,10833.333333333334,female
1382,8.463,2019-05-01,not employed,caucasian,middle age,3120,female
1383,4.127,2019-05-01,employed,aboriginal,middle age,858,male
1384,8.463,2019-05-01,employed,visible minority,middle age,NA,male
1385,21.929,2019-05-01,not employed,caucasian,middle age,2916.6666666666665,male
1386,2.809,2019-06-01,employed,caucasian,middle age,1690,male
1387,10.44,2019-06-01,employed,caucasian,youth,NA,female
1388,11.466,2019-06-01,employed,caucasian,middle age,NA,female
1389,6.457,2019-06-01,employed,NA,middle age,NA,female
1390,4.541,2019-06-01,not employed,caucasian,senior,2833.3333333333335,female
1391,11.466,2019-06-01,not employed,caucasian,middle age,NA,male
1392,4.541,2019-06-01,not employed,caucasian,senior,3986.6666666666665,male
1393,4.541,2019-06-01,NA,caucasian,middle age,NA,male
1394,11.466,2019-06-01,not employed,caucasian,middle age,NA,female
1395,11.466,2019-06-01,not employed,NA,middle age,NA,female
1396,4.541,2019-06-01,employed,caucasian,senior,NA,female
1397,26.359,2019-06-01,not employed,caucasian,youth,NA,male
1398,4.541,2019-06-01,employed,caucasian,middle age,1516.6666666666667,male
1399,10.44,2019-06-01,not employed,visible minority,senior,NA,female
1400,2.809,2019-06-01,not employed,visible minority,middle age,NA,male
1401,4.541,2019-06-01,employed,caucasian,middle age,NA,female
1402,11.466,2019-06-01,employed,caucasian,senior,1798.3333333333337,female
1403,2.809,2019-06-01,employed,caucasian,middle age,1664,male
1404,4.541,2019-06-01,not employed,caucasian,middle age,NA,male
1405,9.254,2019-07-01,employed,visible minority,middle age,NA,male
1406,2.42,2019-07-01,employed,caucasian,middle age,1137.5,male
1407,9.254,2019-07-01,not employed,caucasian,youth,3900,male
1408,2.42,2019-07-01,employed,caucasian,middle age,3120,female
1409,9.254,2019-07-01,not employed,caucasian,senior,3744,male
1410,2.42,2019-07-01,employed,aboriginal,middle age,NA,male
1411,2.42,2019-07-01,not employed,caucasian,middle age,NA,female
1412,9.254,2019-07-01,not employed,caucasian,middle age,1300,female
1413,6.584,2019-07-01,not employed,caucasian,middle age,NA,male
1414,9.254,2019-07-01,employed,aboriginal,middle age,NA,male
1415,2.42,2019-07-01,employed,caucasian,middle age,3500,female
1416,2.42,2019-07-01,employed,caucasian,middle age,NA,male
1417,6.584,2019-07-01,employed,aboriginal,middle age,NA,male
1418,2.42,2019-07-01,employed,caucasian,middle age,NA,male
1419,2.42,2019-07-01,employed,caucasian,middle age,NA,female
1420,9.254,2019-07-01,not employed,caucasian,middle age,NA,male
1421,2.42,2019-07-01,NA,visible minority,middle age,10833.333333333334,male
1422,9.254,2019-07-01,not employed,visible minority,middle age,2166.6666666666665,female
1423,25.179,2019-07-01,not employed,visible minority,youth,9100,female
1424,2.42,2019-07-01,NA,caucasian,middle age,NA,female
1425,25.179,2019-07-01,NA,caucasian,youth,589.3333333333334,male
1426,3.309,2019-08-01,not employed,caucasian,middle age,2166.6666666666665,female
1427,28.173,2019-08-01,employed,caucasian,middle age,6586.666666666667,male
1428,10.351,2019-08-01,not employed,visible minority,youth,3466.6666666666665,female
1429,3.309,2019-08-01,employed,aboriginal,senior,NA,female
1430,3.309,2019-08-01,employed,aboriginal,middle age,NA,female
1431,9.006,2019-08-01,NA,caucasian,youth,NA,female
1432,9.006,2019-08-01,NA,caucasian,middle age,900,female
1433,3.309,2019-08-01,employed,visible minority,middle age,NA,male
1434,3.309,2019-08-01,not employed,caucasian,middle age,NA,male
1435,9.006,2019-08-01,not employed,caucasian,middle age,3640,male
1436,3.309,2019-08-01,employed,caucasian,middle age,NA,male
1437,28.173,2019-08-01,not employed,caucasian,middle age,NA,female
1438,3.309,2019-08-01,not employed,visible minority,senior,1027,female
1439,3.309,2019-08-01,NA,visible minority,senior,3813.3333333333335,male
1440,3.309,2019-08-01,employed,visible minority,senior,NA,female
1441,3.309,2019-08-01,employed,aboriginal,middle age,NA,female
1442,28.173,2019-08-01,NA,caucasian,middle age,NA,male
1443,17.132,2019-09-01,not employed,caucasian,middle age,NA,female
1444,5.849,2019-09-01,employed,caucasian,middle age,NA,male
1445,5.849,2019-09-01,employed,caucasian,middle age,NA,male
1446,17.132,2019-09-01,not employed,visible minority,middle age,1950,male
1447,5.849,2019-09-01,employed,caucasian,middle age,NA,male
1448,5.849,2019-09-01,not employed,caucasian,middle age,NA,male
1449,17.132,2019-09-01,employed,NA,middle age,2500,female
1450,17.132,2019-09-01,not employed,caucasian,youth,7800,male
1451,5.849,2019-09-01,employed,caucasian,middle age,NA,female
1452,5.849,2019-09-01,employed,visible minority,middle age,NA,female
1453,5.849,2019-09-01,not employed,caucasian,middle age,NA,female
1454,17.132,2019-09-01,employed,visible minority,senior,NA,male
1455,5.849,2019-09-01,NA,aboriginal,middle age,2600,male
1456,5.849,2019-09-01,employed,visible minority,middle age,2773.3333333333335,male
1457,5.849,2019-09-01,not employed,caucasian,middle age,2600,male
1458,5.849,2019-09-01,employed,visible minority,middle age,3000,male
1459,5.849,2019-09-01,employed,aboriginal,middle age,2210,male
1460,5.849,2019-09-01,not employed,caucasian,middle age,1100,male
1461,3.9,2019-10-01,not employed,caucasian,senior,NA,female
1462,8.767,2019-10-01,NA,aboriginal,senior,NA,male
1463,3.9,2019-10-01,NA,visible minority,middle age,NA,female
1464,3.9,2019-10-01,not employed,caucasian,senior,7500,male
1465,43.131,2019-10-01,employed,caucasian,youth,NA,female
1466,4.641,2019-10-01,not employed,caucasian,senior,1625,male
1467,10.81,2019-10-01,employed,NA,middle age,NA,male
1468,8.328,2019-10-01,not employed,caucasian,middle age,NA,female
1469,4.13,2019-10-01,not employed,visible minority,middle age,NA,female
1470,9.911,2019-10-01,employed,caucasian,middle age,NA,male
1471,10.81,2019-10-01,employed,caucasian,middle age,6240,female
1472,7.367,2019-10-01,not employed,visible minority,middle age,NA,male
1473,8.328,2019-10-01,employed,caucasian,youth,NA,male
1474,8.767,2019-10-01,employed,caucasian,middle age,NA,female
1475,3.9,2019-10-01,employed,caucasian,middle age,1083.3333333333333,male
1476,6.594,2019-11-01,not employed,caucasian,youth,NA,female
1477,6.826,2019-11-01,not employed,caucasian,middle age,4333.333333333333,male
1478,6.826,2019-11-01,employed,visible minority,youth,3750,male
1479,6.826,2019-11-01,employed,caucasian,middle age,NA,male
1480,6.594,2019-11-01,employed,caucasian,middle age,3033.3333333333335,female
1481,6.594,2019-11-01,employed,caucasian,senior,NA,female
1482,6.826,2019-11-01,not employed,visible minority,middle age,3250,male
1483,6.826,2019-11-01,not employed,NA,senior,NA,male
1484,6.826,2019-11-01,employed,aboriginal,middle age,NA,female
1485,6.826,2019-11-01,not employed,visible minority,senior,3510,female
1486,6.594,2019-11-01,employed,caucasian,youth,NA,female
1487,6.594,2019-11-01,not employed,caucasian,middle age,NA,female
1488,6.826,2019-11-01,not employed,caucasian,youth,NA,male
1489,6.826,2019-11-01,not employed,caucasian,middle age,NA,female
1490,6.826,2019-11-01,NA,visible minority,middle age,1625,female
1491,6.826,2019-11-01,employed,aboriginal,middle age,NA,male
1492,6.826,2019-11-01,employed,caucasian,middle age,NA,female
1493,6.826,2019-11-01,employed,caucasian,middle age,NA,male
1494,6.826,2019-11-01,employed,caucasian,middle age,NA,male
1495,6.826,2019-11-01,not employed,caucasian,middle age,NA,male
1496,6.826,2019-11-01,not employed,caucasian,middle age,3250,male
1497,19.715,2019-11-01,employed,visible minority,youth,3293.3333333333335,female
1498,6.594,2019-11-01,not employed,aboriginal,middle age,3813.3333333333335,male
1499,6.826,2019-11-01,not employed,caucasian,middle age,NA,male
1500,6.594,2019-11-01,employed,visible minority,senior,NA,male
1501,20.41,2019-11-01,employed,visible minority,middle age,NA,male
1502,6.826,2019-11-01,not employed,visible minority,middle age,NA,female
1503,8.077,2019-12-01,not employed,visible minority,senior,3120,male
1504,6.363,2019-12-01,employed,visible minority,middle age,NA,male
1505,6.118,2019-12-01,not employed,caucasian,middle age,NA,male
1506,8.077,2019-12-01,employed,caucasian,middle age,NA,male
1507,15.322,2019-12-01,employed,caucasian,youth,NA,female
1508,10.668,2019-12-01,employed,caucasian,youth,NA,female
1509,12.071,2019-12-01,employed,caucasian,senior,3250,male
1510,3.225,2019-12-01,employed,caucasian,middle age,5460,male
1511,20.237,2019-12-01,employed,caucasian,middle age,NA,female
1512,15.322,2019-12-01,employed,caucasian,senior,NA,male
1513,10.668,2019-12-01,employed,visible minority,youth,1950,male
1514,6.363,2019-12-01,not employed,aboriginal,middle age,NA,female
1515,3.225,2019-12-01,not employed,caucasian,middle age,NA,male
1516,6.118,2019-12-01,not employed,caucasian,senior,NA,female
1517,6.363,2019-12-01,not employed,caucasian,senior,NA,male
1518,6.363,2019-12-01,employed,caucasian,middle age,NA,male
1519,6.363,2019-12-01,not employed,caucasian,senior,NA,male
1520,3.225,2019-12-01,employed,caucasian,middle age,2773.3333333333335,female
1521,6.363,2019-12-01,employed,caucasian,middle age,1820,male
1522,8.077,2019-12-01,employed,visible minority,senior,NA,male
1523,3.225,2019-12-01,not employed,visible minority,middle age,NA,male
1524,6.363,2019-12-01,employed,visible minority,youth,NA,female
1525,8.077,2019-12-01,not employed,caucasian,middle age,NA,female
1526,6.363,2019-12-01,employed,visible minority,middle age,2145,female
1527,10.668,2019-12-01,employed,caucasian,middle age,NA,male
1528,6.363,2019-12-01,not employed,visible minority,middle age,NA,male
1529,20.237,2019-12-01,employed,caucasian,senior,NA,male
1530,20.237,2019-12-01,NA,caucasian,middle age,NA,female
1531,15.322,2019-12-01,employed,visible minority,youth,1733.3333333333333,male
1532,6.363,2019-12-01,not employed,caucasian,middle age,2275,female
1533,3.225,2019-12-01,employed,visible minority,youth,NA,male
1534,6.118,2019-12-01,employed,aboriginal,middle age,NA,male
1535,20.237,2019-12-01,employed,caucasian,middle age,NA,female
1536,6.118,2019-12-01,not employed,caucasian,middle age,4166.666666666666,male
1537,18.896,2020-01-01,not employed,caucasian,senior,520,male
1538,4.203,2020-01-01,employed,visible minority,middle age,NA,female
1539,2.428,2020-01-01,employed,caucasian,youth,700,male
1540,18.896,2020-01-01,not employed,caucasian,youth,1755,female
1541,4.203,2020-01-01,NA,caucasian,middle age,NA,female
1542,2.428,2020-01-01,not employed,visible minority,middle age,NA,female
1543,2.428,2020-01-01,employed,caucasian,middle age,NA,female
1544,2.428,2020-01-01,not employed,caucasian,middle age,NA,male
1545,10.916,2020-01-01,employed,caucasian,senior,NA,male
1546,10.916,2020-01-01,not employed,visible minority,middle age,NA,female
1547,10.916,2020-01-01,employed,caucasian,youth,1586,male
1548,18.896,2020-01-01,not employed,visible minority,senior,NA,male
1549,10.916,2020-01-01,employed,caucasian,middle age,3367,female
1550,2.952,2020-01-01,employed,caucasian,senior,2637.483333333333,male
1551,2.428,2020-01-01,not employed,NA,middle age,NA,male
1552,18.896,2020-01-01,employed,visible minority,middle age,NA,male
1553,4.203,2020-01-01,not employed,caucasian,senior,NA,female
1554,2.428,2020-01-01,employed,caucasian,middle age,NA,male
1555,2.428,2020-01-01,not employed,visible minority,middle age,NA,female
1556,18.896,2020-01-01,not employed,aboriginal,middle age,NA,female
1557,18.896,2020-01-01,employed,caucasian,middle age,2600,female
1558,10.916,2020-01-01,not employed,caucasian,middle age,NA,female
1559,4.203,2020-01-01,NA,caucasian,middle age,NA,female
1560,10.916,2020-01-01,employed,caucasian,middle age,NA,female
1561,2.952,2020-01-01,employed,visible minority,youth,NA,male
1562,2.428,2020-01-01,not employed,visible minority,youth,NA,female
1563,2.428,2020-01-01,employed,visible minority,middle age,NA,female
1564,10.916,2020-01-01,NA,aboriginal,middle age,NA,male
1565,10.916,2020-01-01,not employed,caucasian,middle age,NA,male
1566,10.916,2020-01-01,employed,caucasian,middle age,NA,male
1567,3.177,2020-02-01,not employed,caucasian,middle age,NA,male
1568,15.887,2020-02-01,not employed,visible minority,middle age,4194.666666666667,female
1569,3.971,2020-02-01,employed,caucasian,senior,NA,male
1570,3.971,2020-02-01,employed,caucasian,middle age,2400,male
1571,3.177,2020-02-01,employed,visible minority,middle age,2199.9999999999995,female
1572,7.943,2020-02-01,employed,caucasian,senior,1850.3333333333333,male
1573,3.971,2020-02-01,employed,caucasian,middle age,5005,male
1574,3.971,2020-02-01,employed,caucasian,middle age,NA,female
1575,7.943,2020-02-01,employed,visible minority,middle age,NA,female
1576,3.971,2020-02-01,not employed,caucasian,senior,NA,male
1577,3.971,2020-02-01,employed,caucasian,middle age,NA,female
1578,7.943,2020-02-01,employed,caucasian,middle age,NA,male
1579,15.887,2020-02-01,not employed,caucasian,middle age,NA,male
1580,7.943,2020-02-01,NA,caucasian,youth,1625,female
1581,15.887,2020-02-01,not employed,aboriginal,middle age,NA,female
1582,15.887,2020-02-01,employed,caucasian,middle age,3807.9166666666665,male
1583,7.943,2020-02-01,not employed,caucasian,senior,NA,male
1584,3.971,2020-02-01,NA,caucasian,senior,NA,male
1585,15.887,2020-02-01,not employed,visible minority,middle age,2210,female
1586,7.943,2020-02-01,not employed,visible minority,youth,NA,male
1587,3.971,2020-02-01,not employed,caucasian,middle age,1040,male
1588,7.943,2020-02-01,not employed,visible minority,middle age,1820,female
1589,7.943,2020-02-01,employed,caucasian,youth,NA,female
1590,15.887,2020-02-01,not employed,caucasian,middle age,NA,male
1591,3.177,2020-02-01,not employed,visible minority,middle age,2946.6666666666665,female
1592,3.971,2020-02-01,employed,caucasian,middle age,2730,female
1593,3.971,2020-02-01,not employed,NA,senior,4333.333333333333,male
1594,7.943,2020-02-01,not employed,visible minority,senior,NA,female
1595,7.943,2020-02-01,not employed,visible minority,youth,NA,male
1596,7.943,2020-02-01,employed,caucasian,middle age,NA,male
1597,3.971,2020-02-01,not employed,caucasian,middle age,NA,female
1598,15.887,2020-02-01,employed,aboriginal,senior,4163.856666666667,female
1599,5.295,2020-02-01,not employed,caucasian,senior,NA,female
1600,3.971,2020-02-01,not employed,caucasian,middle age,NA,female
1601,7.943,2020-02-01,employed,caucasian,middle age,NA,male
1602,7.907,2020-03-01,employed,visible minority,middle age,NA,male
1603,7.907,2020-03-01,employed,NA,middle age,1083.3333333333333,male
1604,7.907,2020-03-01,employed,aboriginal,senior,NA,female
1605,7.907,2020-03-01,employed,caucasian,middle age,NA,female
1606,7.907,2020-03-01,employed,caucasian,senior,NA,female
1607,7.907,2020-03-01,employed,aboriginal,middle age,NA,male
1608,7.907,2020-03-01,not employed,caucasian,middle age,NA,female
1609,7.907,2020-03-01,NA,caucasian,middle age,NA,male
1610,7.907,2020-03-01,not employed,caucasian,youth,NA,male
1611,7.907,2020-03-01,employed,aboriginal,senior,1560,male
1612,7.907,2020-03-01,employed,caucasian,senior,NA,female
1613,7.907,2020-03-01,not employed,caucasian,senior,NA,male
1614,7.907,2020-03-01,not employed,caucasian,middle age,2470,male
1615,7.907,2020-03-01,employed,caucasian,middle age,2816.6666666666665,male
1616,7.907,2020-03-01,employed,caucasian,middle age,NA,female
1617,7.907,2020-03-01,not employed,NA,middle age,3328,female
1618,7.907,2020-03-01,not employed,aboriginal,youth,2600,female
1619,7.907,2020-03-01,employed,caucasian,senior,4166.666666666667,male
1620,7.907,2020-03-01,employed,visible minority,middle age,NA,female
1621,7.907,2020-03-01,not employed,caucasian,middle age,NA,male
1622,7.907,2020-03-01,employed,caucasian,senior,NA,male
1623,7.907,2020-03-01,not employed,visible minority,senior,NA,male
1624,4.14,2020-04-01,employed,caucasian,middle age,NA,female
1625,4.14,2020-04-01,employed,aboriginal,middle age,975,male
1626,5.52,2020-04-01,employed,caucasian,middle age,NA,female
1627,8.281,2020-04-01,not employed,visible minority,youth,NA,female
1628,8.281,2020-04-01,not employed,caucasian,middle age,NA,female
1629,16.562,2020-04-01,employed,visible minority,middle age,NA,female
1630,7.933,2020-04-01,employed,caucasian,middle age,NA,female
1631,8.281,2020-04-01,employed,aboriginal,middle age,1213.3333333333333,female
1632,5.52,2020-04-01,employed,caucasian,youth,1950,male
1633,8.281,2020-04-01,employed,aboriginal,youth,520,male
1634,5.52,2020-04-01,employed,visible minority,youth,NA,male
1635,16.562,2020-04-01,employed,caucasian,senior,NA,male
1636,8.281,2020-04-01,not employed,caucasian,middle age,2757.733333333333,female
1637,5.52,2020-04-01,NA,visible minority,senior,NA,male
1638,16.562,2020-04-01,employed,caucasian,middle age,NA,male
1639,6.835,2020-05-01,employed,visible minority,middle age,NA,male
1640,35.761,2020-05-01,not employed,caucasian,middle age,1000,female
1641,10.252,2020-05-01,employed,caucasian,middle age,4398.333333333333,female
1642,20.505,2020-05-01,employed,visible minority,middle age,2166.6666666666665,male
1643,20.505,2020-05-01,not employed,caucasian,middle age,NA,male
1644,10.252,2020-05-01,employed,caucasian,middle age,NA,male
1645,6.835,2020-05-01,not employed,caucasian,senior,NA,male
1646,20.505,2020-05-01,not employed,caucasian,middle age,NA,male
1647,35.761,2020-05-01,employed,aboriginal,youth,NA,female
1648,35.761,2020-05-01,not employed,caucasian,middle age,199.99999999999997,female
1649,17.88,2020-05-01,employed,aboriginal,youth,NA,female
1650,10.252,2020-05-01,not employed,caucasian,middle age,NA,female
1651,35.761,2020-05-01,employed,caucasian,youth,5833.333333333333,male
1652,10.252,2020-05-01,not employed,caucasian,senior,2432.733333333333,female
1653,17.88,2020-05-01,employed,caucasian,middle age,NA,male
1654,6.835,2020-05-01,employed,caucasian,middle age,6825,female
1655,10.252,2020-05-01,NA,caucasian,senior,450,male
1656,17.88,2020-05-01,not employed,visible minority,middle age,NA,male
1657,10.092,2020-06-01,not employed,caucasian,middle age,NA,female
1658,10.092,2020-06-01,employed,visible minority,middle age,3333.3333333333335,female
1659,10.092,2020-06-01,employed,visible minority,middle age,NA,female
1660,20.184,2020-06-01,not employed,caucasian,middle age,NA,male
1661,10.092,2020-06-01,not employed,aboriginal,middle age,NA,female
1662,10.092,2020-06-01,employed,visible minority,middle age,3466.6666666666665,male
1663,6.728,2020-06-01,employed,caucasian,middle age,NA,male
1664,20.184,2020-06-01,employed,aboriginal,middle age,NA,male
1665,38.754,2020-06-01,employed,visible minority,middle age,NA,female
1666,20.184,2020-06-01,employed,caucasian,middle age,NA,male
1667,4.094,2020-07-01,employed,visible minority,middle age,2383.3333333333335,female
1668,16.379,2020-07-01,employed,aboriginal,senior,NA,female
1669,4.094,2020-07-01,employed,caucasian,senior,3120,male
1670,8.189,2020-07-01,employed,caucasian,senior,NA,female
1671,4.094,2020-07-01,not employed,visible minority,middle age,NA,female
1672,8.189,2020-07-01,employed,caucasian,middle age,9533.333333333334,male
1673,16.379,2020-07-01,employed,caucasian,senior,2275,female
1674,7.054,2020-07-01,not employed,aboriginal,middle age,NA,female
1675,5.459,2020-07-01,employed,caucasian,youth,866.6666666666666,female
1676,8.189,2020-07-01,employed,aboriginal,senior,400,female
1677,16.379,2020-07-01,employed,caucasian,middle age,1560,male
1678,10.581,2020-07-01,not employed,visible minority,middle age,NA,male
1679,4.094,2020-07-01,employed,caucasian,middle age,NA,female
1680,16.379,2020-07-01,not employed,caucasian,middle age,1560,male
1681,7.054,2020-07-01,not employed,caucasian,middle age,NA,male
1682,7.054,2020-07-01,not employed,caucasian,senior,2000,female
1683,8.189,2020-07-01,employed,visible minority,middle age,7150,male
1684,12.515,2020-08-01,employed,caucasian,middle age,2725.6666666666665,male
1685,50.06,2020-08-01,employed,caucasian,middle age,2000,female
1686,76.508,2020-08-01,employed,caucasian,senior,NA,male
1687,9.575,2020-08-01,not employed,visible minority,middle age,NA,male
1688,31.082,2020-08-01,not employed,aboriginal,youth,1473.3333333333333,female
1689,15.541,2020-08-01,employed,aboriginal,middle age,884,female
1690,76.508,2020-08-01,employed,caucasian,youth,NA,female
1691,38.254,2020-08-01,employed,caucasian,senior,3250,male
1692,76.508,2020-08-01,employed,caucasian,middle age,NA,female
1693,38.254,2020-08-01,NA,caucasian,middle age,NA,male
1694,16.686,2020-08-01,not employed,aboriginal,middle age,5200,female
1695,79.887,2020-09-01,not employed,caucasian,middle age,NA,male
1696,26.629,2020-09-01,employed,visible minority,senior,26,female
1697,19.971,2020-09-01,not employed,caucasian,senior,NA,female
1698,19.971,2020-09-01,employed,caucasian,middle age,NA,female
1699,79.887,2020-09-01,not employed,caucasian,middle age,650,male
1700,19.971,2020-09-01,employed,caucasian,middle age,2210,female
1701,19.971,2020-09-01,not employed,caucasian,youth,NA,female
1702,79.887,2020-09-01,not employed,aboriginal,youth,NA,male
1703,79.887,2020-09-01,employed,caucasian,youth,NA,male
1704,79.887,2020-09-01,employed,visible minority,middle age,NA,male
1705,18.694,2020-10-01,not employed,visible minority,middle age,NA,female
1706,18.694,2020-10-01,not employed,caucasian,youth,1650,male
1707,18.694,2020-10-01,not employed,caucasian,middle age,2925,female
1708,18.694,2020-10-01,not employed,caucasian,middle age,NA,male
1709,18.694,2020-10-01,not employed,caucasian,middle age,NA,female
1710,57.093,2020-10-01,not employed,caucasian,senior,1300,male
1711,9.347,2020-10-01,employed,caucasian,youth,NA,male
1712,18.694,2020-10-01,not employed,caucasian,middle age,NA,female
1713,18.694,2020-10-01,not employed,caucasian,middle age,2600,female
1714,18.694,2020-10-01,not employed,caucasian,middle age,799.9999999999999,female
1715,18.694,2020-10-01,not employed,caucasian,senior,NA,female
1716,18.694,2020-10-01,NA,caucasian,middle age,NA,male
1717,57.093,2020-10-01,NA,visible minority,senior,NA,male
1718,57.093,2020-10-01,employed,caucasian,youth,NA,male
1719,18.694,2020-10-01,employed,caucasian,middle age,NA,male
1720,8.854,2020-11-01,employed,caucasian,senior,2166.666666666667,male
1721,6.64,2020-11-01,not employed,aboriginal,senior,2578.3333333333335,female
1722,13.281,2020-11-01,NA,caucasian,middle age,NA,female
1723,13.281,2020-11-01,not employed,caucasian,middle age,NA,male
1724,17.672,2020-11-01,not employed,caucasian,middle age,3120,female
1725,13.281,2020-11-01,NA,visible minority,middle age,NA,female
1726,17.672,2020-11-01,employed,aboriginal,middle age,NA,male
1727,8.836,2020-11-01,not employed,aboriginal,middle age,NA,male
1728,13.281,2020-11-01,employed,visible minority,middle age,NA,male
1729,8.836,2020-11-01,not employed,caucasian,middle age,NA,female
1730,8.836,2020-11-01,not employed,caucasian,youth,NA,male
1731,13.281,2020-11-01,employed,caucasian,middle age,NA,female
1732,8.836,2020-11-01,employed,caucasian,middle age,NA,female
1733,4.418,2020-11-01,employed,caucasian,middle age,NA,male
1734,17.672,2020-11-01,not employed,caucasian,middle age,NA,male
1735,26.562,2020-11-01,NA,visible minority,senior,NA,female
1736,7.42,2020-12-01,employed,aboriginal,youth,NA,male
1737,7.42,2020-12-01,employed,caucasian,youth,NA,male
1738,4.946,2020-12-01,NA,caucasian,middle age,NA,female
1739,7.42,2020-12-01,employed,caucasian,youth,NA,male
1740,14.84,2020-12-01,employed,caucasian,senior,NA,male
1741,7.42,2020-12-01,employed,visible minority,middle age,NA,female
1742,4.946,2020-12-01,not employed,caucasian,middle age,NA,male
1743,7.42,2020-12-01,not employed,caucasian,middle age,NA,female
1744,6.673,2021-01-01,not employed,caucasian,youth,NA,female
1745,13.346,2021-01-01,employed,caucasian,middle age,NA,male
1746,6.673,2021-01-01,employed,caucasian,middle age,NA,female
1747,4.448,2021-01-01,employed,aboriginal,middle age,1213.3333333333333,male
1748,13.346,2021-01-01,employed,visible minority,middle age,NA,female
1749,6.673,2021-01-01,employed,visible minority,senior,NA,female
1750,6.673,2021-01-01,employed,caucasian,youth,2600,male
1751,13.346,2021-01-01,not employed,visible minority,middle age,NA,female
1752,6.673,2021-01-01,employed,NA,senior,NA,male
1753,13.346,2021-01-01,employed,caucasian,senior,NA,female
1754,4.448,2021-01-01,employed,caucasian,senior,NA,female
1755,6.673,2021-01-01,employed,visible minority,youth,NA,female
1756,13.346,2021-01-01,employed,caucasian,middle age,NA,male
1757,6.673,2021-01-01,employed,visible minority,middle age,3432,male
1758,13.346,2021-01-01,employed,caucasian,middle age,NA,female
1759,4.448,2021-01-01,not employed,caucasian,middle age,NA,male
1760,4.448,2021-01-01,employed,aboriginal,middle age,NA,male
1761,6.673,2021-01-01,not employed,caucasian,middle age,2946.6666666666665,female
1762,7.347,2021-02-01,employed,caucasian,senior,4000.0000000000005,male
1763,3.673,2021-02-01,not employed,visible minority,middle age,NA,male
1764,7.347,2021-02-01,NA,caucasian,youth,6500,male
1765,7.347,2021-02-01,employed,caucasian,senior,NA,male
1766,4.898,2021-02-01,not employed,visible minority,youth,NA,female
1767,14.695,2021-02-01,employed,caucasian,middle age,NA,male
1768,7.347,2021-02-01,not employed,caucasian,senior,NA,male
1769,2.939,2021-02-01,employed,caucasian,middle age,NA,female
1770,14.695,2021-02-01,employed,visible minority,middle age,NA,female
1771,4.898,2021-02-01,not employed,aboriginal,youth,NA,male
1772,7.347,2021-02-01,employed,caucasian,middle age,NA,female
1773,7.347,2021-02-01,employed,aboriginal,senior,NA,female
1774,3.673,2021-02-01,employed,aboriginal,youth,NA,male
1775,4.898,2021-02-01,not employed,caucasian,youth,NA,female
1776,14.695,2021-02-01,employed,caucasian,youth,NA,female
1777,7.347,2021-02-01,employed,caucasian,senior,NA,male
1778,4.896,2021-03-01,employed,caucasian,senior,NA,female
1779,7.344,2021-03-01,not employed,caucasian,youth,NA,female
1780,7.344,2021-03-01,NA,caucasian,middle age,NA,male
1781,2.937,2021-03-01,employed,caucasian,middle age,NA,male
